,LiteratureID,ReferenceCount,AuthorCount,FundingAgencyCount,Cluster,PCA1,PCA2
41,85041319175,25,6,1,0,-0.35906265726612485,-0.46449291615845395
42,85041368622,97,4,0,2,-0.12989141903371906,1.3922371168038115
43,85041419172,51,2,0,4,-0.3148704932292905,0.21147542727324103
44,85041430693,6,7,5,0,-0.2281886270088025,-0.9807190844424896
45,85041462712,42,4,2,4,-0.24472130096006503,-0.0342622869658461
46,85041471953,66,2,1,2,-0.20475777355982064,0.5897205969446587
47,85041494308,24,4,4,0,-0.21370357245328667,-0.5105190966747715
48,85041554101,40,5,2,4,-0.2507774465873634,-0.0859372489983529
49,85041619225,36,5,2,4,-0.26654475582337683,-0.18866617808599961
50,85041680827,59,9,4,4,-0.06660207168462695,0.38680654539872017
51,85041721735,39,9,1,4,-0.2983945479679525,-0.10587315681774073
